scale,item_idx,source_id,gold_letter,n_options,condition,pred_letter,correct,answer_text,first_token_entropy_nats,per_token_entropy_mean_nats,perplexity_5tok,search_status,mean_search_reward,best_search_reward,mean_terminal_entropy_nats,best_path_json,n_paths_evaluated,n_apply_failures
1B,96,Mercury_7113890,A,4,E,A,1,A. Archaeb,1.5263100862503052,0.6935936791822315,1.6930018494712513,ok,-0.1455757324107829,-0.12976859167127788,1.7122302541026362,"[1.0,1.0,1.0]",27,0
1B,97,TAKS_2009_8_17,C,4,G,A,0,A.,1.4040179252624512,1.1953840454419453,1.4891834874786254,n/a,,,,,,
1B,97,TAKS_2009_8_17,C,4,R,A,0,A.,1.2304412126541138,1.5188229084014893,1.4891834874786254,ok,0.44785748814248383,0.9878464831341703,1.2746281623840332,"[0.5,0.5,1.0]",27,0
1B,97,TAKS_2009_8_17,C,4,E,A,0,A.,1.2192820310592651,1.4487615426381428,1.4891834874786254,ok,-0.10807300411329838,-0.10366472281485554,1.2711312814995095,"[0.5,1.0,1.0]",27,0
1B,98,AKDE&ED_2008_4_3,B,4,G,A,0,A,1.7043801546096802,1.5735179781913757,2.5757529486919784,n/a,,,,,,
1B,98,AKDE&ED_2008_4_3,B,4,R,E,0,The correct answer is B,1.6428275108337402,0.8216954931616783,1.833935437882622,ok,0.548342087543665,0.9944387076234982,1.659628320623327,"[0.1,0.5,1.0]",27,0
1B,98,AKDE&ED_2008_4_3,B,4,E,E,0,The correct answer is B,1.5894359350204468,0.8247209619730711,1.833935437882622,ok,-0.14120017914546062,-0.13513562197969972,1.660765943703828,"[0.5,1.0,1.0]",27,0
1B,99,Mercury_7202353,C,4,G,A,0,A. B,1.2543383836746216,0.892471550963819,1.4496335988815967,n/a,,,,,,
1B,99,Mercury_7202353,C,4,R,A,0,A. learned behavior,1.033506155014038,1.022834974527359,1.502515955319213,ok,0.525458527452673,0.9878216120220579,1.1426038256397955,"[0.5,1.0,1.0]",27,0
1B,99,Mercury_7202353,C,4,E,A,0,A. learned behavior,1.0326381921768188,1.0253662824630738,1.502515955319213,ok,-0.0990754816123181,-0.0878698499262717,1.1653043693966336,"[0.5,1.0,1.0]",27,0
1B,100,MCAS_2006_9_14,B,4,G,A,0,A. synthesis of enzymes,1.51801335811615,0.9929834946990013,1.5263701854250527,n/a,,,,,,
1B,100,MCAS_2006_9_14,B,4,R,A,0,A. synthesis of enzymes,1.4239006042480469,0.915642862021923,1.5263701854250527,ok,0.5519851105262746,0.969517196413573,1.4580224929032501,"[0.5,1.0,0.5]",27,0
1B,100,MCAS_2006_9_14,B,4,E,A,0,A. synthesis of enzymes,1.375105381011963,0.9261869817972184,1.5263701854250527,ok,-0.12475393183474645,-0.11691299841430418,1.4673287426983868,"[0.5,1.0,1.0]",27,0
1B,101,MSA_2015_5_37,D,4,G,A,0,A. 1 day,1.3185806274414062,0.9052648544311523,1.5006089985224342,n/a,,,,,,
1B,101,MSA_2015_5_37,D,4,R,A,0,A,1.6129649877548218,1.1475893557071686,2.5046131014735056,ok,0.5094293787594373,0.9495462464567637,1.4300659541730527,"[0.1,0.1,0.1]",27,0
1B,101,MSA_2015_5_37,D,4,E,A,0,A,1.195592999458313,0.96711865067482,2.5046131014735056,ok,-0.12243466310480171,-0.1016506548370542,1.4400500059127808,"[1.0,1.0,1.0]",27,0
1B,102,MDSA_2010_8_22,B,4,G,A,0,A. fish births increase,1.4344031810760498,0.7498652994632721,1.2723537660396786,n/a,,,,,,
1B,102,MDSA_2010_8_22,B,4,R,A,0,A. fish births increase,1.3024919033050537,0.8862466633319854,1.2723537660396786,ok,0.49351219383639716,0.9854362634531881,1.5065083636177912,"[1.0,1.0,0.5]",27,0
1B,102,MDSA_2010_8_22,B,4,E,A,0,A. fish births increase,1.2376925945281982,0.8734947085380554,1.2723537660396786,ok,-0.12608810013135258,-0.10523000952478449,1.4830209414164226,"[1.0,1.0,1.0]",27,0
1B,103,MCAS_1999_4_4,C,4,G,A,0,A.,1.2845969200134277,1.042005221048991,1.4107723437506874,n/a,,,,,,
1B,103,MCAS_1999_4_4,C,4,R,A,0,A.,1.3775829076766968,1.233474334081014,1.4107723437506874,ok,0.37013892750931476,0.898847165703267,1.247638631750036,"[0.5,0.1,0.1]",27,0
1B,103,MCAS_1999_4_4,C,4,E,A,0,A.,1.10274076461792,1.151300589243571,1.4107723437506874,ok,-0.10788649118699888,-0.09375625391727113,1.268937556831925,"[0.5,1.0,1.0]",27,0
1B,104,Mercury_7247923,D,4,G,A,0,A.,1.183857798576355,0.8268236716588339,1.2983249587324812,n/a,,,,,,
1B,104,Mercury_7247923,D,4,R,A,0,A.,0.9770785570144653,1.0324570337931316,1.2983249587324812,ok,0.6016319712559542,0.9310831422086212,1.1971949427216142,"[1.0,1.0,0.5]",27,0
1B,104,Mercury_7247923,D,4,E,A,0,A.,0.9695722460746765,1.0292555292447407,1.2983249587324812,ok,-0.10006720772120774,-0.082434117437939,1.1769688372258786,"[0.5,1.0,1.0]",27,0
1B,105,Mercury_SC_416124,C,4,G,C,1,C,1.482312798500061,1.0995825231075287,1.959140994142263,n/a,,,,,,
1B,105,Mercury_SC_416124,C,4,R,C,1,C,1.5797302722930908,1.2476752400398254,1.959140994142263,ok,0.5586560731321779,0.9832793741560865,1.4630940578601979,"[0.1,0.5,0.1]",27,0
1B,105,Mercury_SC_416124,C,4,E,C,1,C,1.3371620178222656,1.1100995540618896,1.959140994142263,ok,-0.1237312155225407,-0.11368701121238817,1.4552997748057048,"[0.5,1.0,1.0]",27,0
1B,106,Mercury_407530,B,4,G,A,0,A. 1 tall,2.128070592880249,1.3228538393974305,1.7541302945138122,n/a,,,,,,
1B,106,Mercury_407530,B,4,R,E,0,The correct answer is B,1.7238860130310059,1.1577781103551388,1.9792658370115277,ok,0.5449189200074408,0.9469664237594497,1.8627258230138708,"[0.1,0.1,0.1]",27,0
1B,106,Mercury_407530,B,4,E,E,0,The correct answer is B,1.7796730995178223,1.1645483441650868,1.9792658370115277,ok,-0.16090389166998906,-0.15130979860524368,1.892516745461358,"[0.1,0.1,0.5]",27,0
1B,107,Mercury_7271740,C,4,G,A,0,A. warmer.,1.2387362718582153,0.8800305336713791,1.3842809407012986,n/a,,,,,,
1B,107,Mercury_7271740,C,4,R,A,0,A. warmer.,1.1947846412658691,0.8244539596140384,1.3842809407012986,ok,0.4595252919896404,0.9579963289125566,1.1275178458955553,"[0.1,1.0,0.1]",27,0
1B,107,Mercury_7271740,C,4,E,A,0,A. warmer.,0.7891236543655396,0.7801035538315773,1.3842809407012986,ok,-0.09245111314050931,-0.06709217622552932,1.0873899813051577,"[1.0,1.0,1.0]",27,0
1B,108,Mercury_7026495,C,4,G,A,0,A. magma,1.4831639528274536,0.9103314504027367,1.428544680066872,n/a,,,,,,
1B,108,Mercury_7026495,C,4,R,A,0,A. magma,1.2993848323822021,1.0386422127485275,1.428544680066872,ok,0.5692666394497251,0.9996690583979994,1.4172950232470478,"[1.0,1.0,1.0]",27,0
1B,108,Mercury_7026495,C,4,E,A,0,A. magma,1.3376046419143677,0.9539826661348343,1.428544680066872,ok,-0.12192736995765283,-0.11359157715971564,1.4340833337218672,"[1.0,1.0,0.5]",27,0
1B,109,Mercury_7084315,C,4,G,A,0,A. an element,1.3603489398956299,1.0155055485665798,1.5009691049556257,n/a,,,,,,
1B,109,Mercury_7084315,C,4,R,A,0,A. an element,1.2645167112350464,0.9371061265468598,1.6796928738272985,ok,0.4317609815107549,0.9472420447602504,1.2857531618188929,"[0.5,0.1,1.0]",27,0
1B,109,Mercury_7084315,C,4,E,A,0,A. an element,1.1147631406784058,0.9528512090444565,1.5009691049556257,ok,-0.10762493682151154,-0.09477840978452645,1.2658612109996654,"[1.0,1.0,1.0]",27,0
1B,110,TIMSS_2011_4_pg51,B,4,G,A,0,A. once every,1.1936994791030884,0.41683365814387796,1.1881880881486726,n/a,,,,,,
1B,110,TIMSS_2011_4_pg51,B,4,R,A,0,A. once every,1.2558320760726929,0.633199755102396,1.1881880881486726,ok,0.5611872726833848,0.9689287239936633,1.304813164251822,"[1.0,0.5,0.5]",27,0
1B,110,TIMSS_2011_4_pg51,B,4,E,A,0,A. once every,1.1595876216888428,0.6424188643693924,1.1881880881486726,ok,-0.1121027223029708,-0.09858943732442206,1.3185279545960602,"[0.5,1.0,1.0]",27,0
1B,111,Mercury_7081148,B,4,G,A,0,A.,1.5056105852127075,1.2068032622337341,1.627852680114761,n/a,,,,,,
1B,111,Mercury_7081148,B,4,R,E,0,The correct answer is B,1.477661371231079,0.8191343575716019,1.8222264630604823,ok,0.5274018280783211,0.9287230575734142,1.453049315346612,"[0.5,0.1,0.5]",27,0
1B,111,Mercury_7081148,B,4,E,A,0,A.,1.384218692779541,1.3509333928426106,1.627852680114761,ok,-0.12335726773236749,-0.11768782237975753,1.4509014818403456,"[1.0,1.0,1.0]",27,0
1B,112,Mercury_SC_400040,B,4,G,A,0,A. B,1.2336217164993286,1.0333523843437433,1.580335160174726,n/a,,,,,,
1B,112,Mercury_SC_400040,B,4,R,A,0,A. oxygen,0.9878972172737122,1.3048407137393951,2.1553173141049875,ok,0.5349002202952479,0.9859759248339017,1.0521752878471657,"[1.0,0.1,1.0]",27,0
1B,112,Mercury_SC_400040,B,4,E,A,0,A. oxygen,0.9066805243492126,1.1163510382175446,2.1553173141049875,ok,-0.09072839226373385,-0.07708699287287409,1.0671277112430997,"[1.0,1.0,1.0]",27,0
1B,113,ACTAAP_2010_7_10,C,4,G,A,0,A.,1.4957283735275269,1.3398613929748535,1.5644254264241182,n/a,,,,,,
1B,113,ACTAAP_2010_7_10,C,4,R,A,0,A.,1.3772315979003906,1.8519989252090454,1.5644254264241182,ok,0.4687225617661905,0.9429037982568729,1.5048427405180755,"[1.0,1.0,0.5]",27,0
1B,113,ACTAAP_2010_7_10,C,4,E,A,0,A.,1.3284064531326294,1.6472005049387615,1.5644254264241182,ok,-0.12615208319961277,-0.11361282076362406,1.48377349641588,"[1.0,1.0,1.0]",27,0
1B,114,ACTAAP_2013_7_4,C,4,G,A,0,A. global warming,1.3663877248764038,1.0341028712689877,1.5928358569467838,n/a,,,,,,
1B,114,ACTAAP_2013_7_4,C,4,R,A,0,A. global warming,1.2273579835891724,0.9380432922393084,1.5928358569467838,ok,0.409584020401972,0.9601734853297479,1.3317777492381908,"[0.5,0.5,1.0]",27,0
1B,114,ACTAAP_2013_7_4,C,4,E,A,0,A. global warming,1.165178894996643,0.9557507142424584,1.5928358569467838,ok,-0.11022511422451207,-0.09905639119811878,1.2964439347938255,"[1.0,1.0,0.5]",27,0
1B,115,Mercury_SC_405444,B,4,G,A,0,A.,1.3368812799453735,1.2745766639709473,1.5241768278353667,n/a,,,,,,
1B,115,Mercury_SC_405444,B,4,R,A,0,A.,1.4392166137695312,1.473309874534607,1.5241768278353667,ok,0.4586386351165409,0.9390849914083729,1.492870154204192,"[0.5,1.0,0.5]",27,0
1B,115,Mercury_SC_405444,B,4,E,A,0,A.,1.3844982385635376,1.3651591539382935,1.5241768278353667,ok,-0.12588515524439636,-0.11771158967516078,1.4806339475843642,"[1.0,1.0,0.5]",27,0
1B,116,Mercury_7213675,B,4,G,B,1,B,1.1346445083618164,0.9873420596122742,1.7374177050553248,n/a,,,,,,
1B,116,Mercury_7213675,B,4,R,B,1,B,0.9303653836250305,0.8860323429107666,1.7374177050553248,ok,0.42511444216834465,0.9603858189339601,0.9196326644332321,"[0.1,1.0,0.5]",27,0
1B,116,Mercury_7213675,B,4,E,B,1,B,0.7590203881263733,0.7598692178726196,1.7374177050553248,ok,-0.08197732589893637,-0.06453276284042934,0.9641995628674825,"[1.0,1.0,0.5]",27,0
1B,117,MEA_2010_8_15-v1,B,4,G,A,0,A. A,1.1329855918884277,0.8258480876684189,1.381270525921485,n/a,,,,,,
1B,117,MEA_2010_8_15-v1,B,4,R,A,0,A. a battery,0.8150439858436584,0.7645327433943748,1.4759806563378826,ok,0.5115577777483833,0.955480884855727,0.8865143745033829,"[0.5,0.5,1.0]",27,0
1B,117,MEA_2010_8_15-v1,B,4,E,A,0,A. a battery,0.7734652757644653,0.7646841436624527,1.4759806563378826,ok,-0.07168252123809811,-0.06576088335311633,0.843114298802835,"[1.0,1.0,0.5]",27,0
1B,118,Mercury_7094675,A,4,G,A,1,A. Less sediment would,1.3007049560546875,0.6618797603063286,1.2671539381206907,n/a,,,,,,
1B,118,Mercury_7094675,A,4,R,A,1,A. Less sediment would,1.4028390645980835,0.6478969994932413,1.2671539381206907,ok,0.40688518406081753,0.9554288111283358,1.3944069235413163,"[0.5,0.5,0.5]",27,0
1B,118,Mercury_7094675,A,4,E,A,1,A. Less sediment would,1.2824732065200806,0.701883053779602,1.2671539381206907,ok,-0.11791587129652326,-0.10903730727162748,1.38690095477634,"[1.0,1.0,1.0]",27,0
1B,119,Mercury_403912,A,4,G,A,1,A. solid.,1.2179630994796753,0.5760038244538009,1.2111864270652473,n/a,,,,,,
1B,119,Mercury_403912,A,4,R,A,1,A,1.1807472705841064,0.9922300279140472,3.157627967784892,ok,0.429792448339697,0.9904487993892024,0.9809795353147719,"[0.1,0.5,0.1]",27,0
1B,119,Mercury_403912,A,4,E,A,1,A. solid.,0.7752417922019958,0.5099857859313488,1.2111864270652473,ok,-0.08473697466553229,-0.06621004976266263,0.9966579543219672,"[1.0,1.0,1.0]",27,0
1B,120,Mercury_7009853,A,4,G,A,1,A. measuring its red,1.3605353832244873,0.9446378864347935,1.603584910109309,n/a,,,,,,
1B,120,Mercury_7009853,A,4,R,A,1,A. measuring its red,1.3571257591247559,0.889374291151762,1.603584910109309,ok,0.554859673300697,0.9709017728200796,1.3523597364072446,"[0.5,0.1,1.0]",27,0
1B,120,Mercury_7009853,A,4,E,A,1,A.,1.1567140817642212,1.4015252192815144,2.333609156080506,ok,-0.11569203286543353,-0.09834512574416812,1.3607446485095553,"[1.0,1.0,1.0]",27,0
1B,121,Mercury_SC_LBS10020,C,4,G,A,0,"A. liquid, gas",1.0411874055862427,0.7499168217182159,1.307885353677209,n/a,,,,,,
1B,121,Mercury_SC_LBS10020,C,4,R,A,0,A,0.7916672229766846,0.9274572730064392,9.659807073367386,ok,0.4901670055452967,0.9466054111808268,0.8595506924170034,"[1.0,0.5,0.5]",27,0
1B,121,Mercury_SC_LBS10020,C,4,E,A,0,A,0.7110270857810974,0.9088922441005707,9.659807073367386,ok,-0.07675955319211626,-0.0602114327179075,0.9028292496999105,"[1.0,1.0,1.0]",27,0
1B,122,MEA_2013_8_2,B,4,G,A,0,A.,1.053531289100647,1.0001476208368938,1.428152888497147,n/a,,,,,,
1B,122,MEA_2013_8_2,B,4,R,A,0,A,0.7287510633468628,0.9131137728691101,4.474949057299165,ok,0.5294193497966875,0.9606560405222302,0.7702570999110187,"[0.5,0.5,1.0]",27,0
1B,122,MEA_2013_8_2,B,4,E,A,0,A.,0.7014147639274597,0.9179083704948425,1.428152888497147,ok,-0.06780017961208593,-0.05963506820289814,0.7974510369477449,"[1.0,0.5,1.0]",27,0
1B,123,Mercury_7068688,C,4,G,A,0,A.,1.2397738695144653,1.3443442185719807,1.9120526209343145,n/a,,,,,,
1B,123,Mercury_7068688,C,4,R,A,0,A. low pH level,0.9908810257911682,0.9469766616821289,1.7379606929199987,ok,0.49537273624749834,0.9654555699181694,1.1853283489191975,"[0.5,1.0,1.0]",27,0
1B,123,Mercury_7068688,C,4,E,A,0,A.,0.9036110639572144,1.275709867477417,1.9120526209343145,ok,-0.09664960859501211,-0.07682602391522346,1.1367717760580558,"[1.0,1.0,1.0]",27,0
1B,124,Mercury_7271705,C,4,G,A,0,A. B,1.459968090057373,1.0878644287586212,1.5863835445991792,n/a,,,,,,
1B,124,Mercury_7271705,C,4,R,A,0,A. lead,1.42336106300354,1.3346234560012817,2.6767356492380774,ok,0.412429138523325,0.9877755017182734,1.3485586731522172,"[0.1,0.1,1.0]",27,0
1B,124,Mercury_7271705,C,4,E,A,0,A. lead,1.2031370401382446,1.3175486326217651,2.6767356492380774,ok,-0.11958233164605858,-0.10225360426287068,1.40650150069484,"[0.5,1.0,1.0]",27,0
1B,125,Mercury_402456,C,4,G,A,0,A.,1.394959807395935,1.1057449579238892,1.594741541395829,n/a,,,,,,
1B,125,Mercury_402456,C,4,R,A,0,A. It has twice,1.4366577863693237,0.943736831843853,1.4435490566008344,ok,0.5182037320934436,0.968654463442658,1.4310001443933558,"[0.1,0.5,1.0]",27,0
1B,125,Mercury_402456,C,4,E,A,0,A. It has twice,1.3450772762298584,1.058557254076004,1.4435490566008344,ok,-0.12190706067891631,-0.11435997534039899,1.433844460381402,"[0.5,1.0,1.0]",27,0
1B,126,NCEOGA_2013_8_6,A,4,G,A,1,A.,1.1307545900344849,0.9376574059327444,1.4606906100660773,n/a,,,,,,
1B,126,NCEOGA_2013_8_6,A,4,R,A,1,A,0.876340389251709,0.937183290719986,7.824355122812871,ok,0.505601976488382,0.9798477963285227,0.8643946161976567,"[1.0,0.1,0.1]",27,0
1B,126,NCEOGA_2013_8_6,A,4,E,A,1,A,0.8376871347427368,0.9167914092540741,7.824355122812871,ok,-0.07342673365842685,-0.07121290834778624,0.8636293477482266,"[1.0,1.0,1.0]",27,0
1B,127,Mercury_7230178,C,4,G,A,0,A. initiation of nuclear,1.3800208568572998,0.6526483744382858,1.2044917525918932,n/a,,,,,,
1B,127,Mercury_7230178,C,4,R,A,0,A. initiation of nuclear,1.4082252979278564,0.6900130450725556,1.2044917525918932,ok,0.5314847010137761,0.9622471483416812,1.3473516702651978,"[0.1,0.5,0.5]",27,0
1B,127,Mercury_7230178,C,4,E,A,0,A. initiation of nuclear,1.2326949834823608,0.6322234213352204,1.2044917525918932,ok,-0.11385567173349477,-0.10480510704069465,1.3391457663642035,"[1.0,0.5,1.0]",27,0
1B,128,Mercury_7215233,C,4,G,A,0,A. an increase in,1.506466269493103,0.912971918284893,1.502202925171547,n/a,,,,,,
1B,128,Mercury_7215233,C,4,R,A,0,A. an increase in,1.6066503524780273,0.9091495044529438,1.502202925171547,ok,0.5099746990105914,0.9318654028315879,1.5357650695023712,"[0.1,0.1,1.0]",27,0
1B,128,Mercury_7215233,C,4,E,A,0,A. an increase in,1.3930877447128296,0.8723833791911602,1.502202925171547,ok,-0.13309430616692347,-0.11844187910074125,1.5654264202824346,"[1.0,1.0,0.5]",27,0
1B,129,Mercury_SC_415535,B,4,G,A,0,A. 32°C,1.3413244485855103,0.5773782074451447,1.2352039116719984,n/a,,,,,,
1B,129,Mercury_SC_415535,B,4,R,A,0,A,1.4567508697509766,1.257853388786316,11.691024561372988,ok,0.48073467185196467,0.9941814554495263,1.3421639248176858,"[0.1,0.1,0.5]",27,0
1B,129,Mercury_SC_415535,B,4,E,A,0,A. 32°C,1.1206315755844116,1.0459057688713074,1.2352039116719984,ok,-0.11497456009889051,-0.0952773506877723,1.3523058891296387,"[1.0,1.0,1.0]",27,0
1B,130,CSZ_2008_8_29,C,4,G,A,0,A.,1.029446005821228,1.0559246738751729,1.4844105877327036,n/a,,,,,,
1B,130,CSZ_2008_8_29,C,4,R,A,0,A. Carbon forms crystal,0.8746660947799683,0.7303354263305664,1.4095633183365448,ok,0.47710281215437683,0.8472723964640513,0.9445493905632584,"[1.0,1.0,0.1]",27,0
1B,130,CSZ_2008_8_29,C,4,E,A,0,A. Carbon forms crystal,0.8309150338172913,0.7293658345937729,1.4095633183365448,ok,-0.08294691987531905,-0.0706453260764728,0.9756037173447786,"[1.0,1.0,0.5]",27,0
1B,131,MSA_2012_5_28,A,4,G,A,1,A. a fossil,1.241355061531067,0.8670162834227085,1.4158550468641329,n/a,,,,,,
1B,131,MSA_2012_5_28,A,4,R,A,1,A. a fossil,1.2645007371902466,0.9351493492722511,1.4158550468641329,ok,0.5009074003047438,0.8946537914206704,1.1969997043962832,"[0.5,0.5,0.1]",27,0
1B,131,MSA_2012_5_28,A,4,E,A,1,A. a fossil,1.0279213190078735,0.9712259165942669,1.4158550468641329,ok,-0.10127979944172474,-0.08712026287576681,1.1912310785717435,"[1.0,0.5,1.0]",27,0
1B,132,MCAS_2010_8_12008,B,4,G,A,0,A. A,1.2923223972320557,0.8778660260140896,1.478581629207025,n/a,,,,,,
1B,132,MCAS_2010_8_12008,B,4,R,A,0,A. A,1.0368010997772217,1.0500186085700989,1.478581629207025,ok,0.4748902179171364,0.929168935720947,1.1189109086990356,"[1.0,0.1,1.0]",27,0
1B,132,MCAS_2010_8_12008,B,4,E,A,0,A. A,1.0368010997772217,1.0500186085700989,1.478581629207025,ok,-0.09537158426961326,-0.08814998981750667,1.1217399305767484,"[1.0,0.1,1.0]",27,0
1B,133,Mercury_SC_406724,A,4,G,A,1,A. height of the,1.365247130393982,0.5757941212505102,1.2539631431652083,n/a,,,,,,
1B,133,Mercury_SC_406724,A,4,R,A,1,A. height of the,1.195651650428772,0.7007431887090206,1.2539631431652083,ok,0.5317412532751634,0.9418224131217693,1.2791262158641108,"[1.0,0.5,0.5]",27,0
1B,133,Mercury_SC_406724,A,4,E,A,1,A. height of the,1.0657174587249756,0.7055588759481907,1.2539631431652083,ok,-0.10795959265331073,-0.09060849101638808,1.2697973604555484,"[1.0,1.0,0.5]",27,0
1B,134,TIMSS_2007_8_pg33,B,4,G,A,0,A. A,1.3259471654891968,0.7899868674576283,1.3827014131070337,n/a,,,,,,
1B,134,TIMSS_2007_8_pg33,B,4,R,A,0,A. A,1.2425777912139893,1.3495407402515411,1.3827014131070337,ok,0.451708818209181,0.889729220788098,1.2250486303258825,"[0.1,0.1,1.0]",27,0
1B,134,TIMSS_2007_8_pg33,B,4,E,A,0,A.,1.1666496992111206,1.194796085357666,2.2063281474333056,ok,-0.10435415719246145,-0.09956565997940978,1.2273910089775368,"[1.0,1.0,0.5]",27,0
1B,135,Mercury_7004988,D,4,G,A,0,A.,1.58476722240448,1.1518231630325317,1.611634965665841,n/a,,,,,,
1B,135,Mercury_7004988,D,4,R,A,0,A,1.6951205730438232,1.3195815086364746,3.478643782527215,ok,0.5566359579613442,0.945524079542861,1.571613770944101,"[0.1,0.1,0.1]",27,0
1B,135,Mercury_7004988,D,4,E,A,0,A,1.407030463218689,1.2961958050727844,3.478643782527215,ok,-0.13422527544312965,-0.11957617200694823,1.5787286361058552,"[1.0,1.0,1.0]",27,0
1B,136,Mercury_SC_LBS10946,A,4,G,A,1,A.,1.39016592502594,1.3141497373580933,1.9118071323142976,n/a,,,,,,
1B,136,Mercury_SC_LBS10946,A,4,R,A,1,A. The dominant trait,1.5746574401855469,0.9152141958475113,1.5279161998894504,ok,0.43197618109177854,0.9375681674703451,1.5103850452988237,"[0.1,0.1,0.5]",27,0
1B,136,Mercury_SC_LBS10946,A,4,E,A,1,A.,1.429790735244751,1.5353016058603923,1.9118071323142976,ok,-0.12707674642068706,-0.12156240843115583,1.4946491850747003,"[1.0,1.0,0.5]",27,0
1B,137,TAKS_2009_8_39,B,4,G,A,0,A. predation,1.5266188383102417,0.8663740974152461,1.2925076747898008,n/a,,,,,,
1B,137,TAKS_2009_8_39,B,4,R,E,0,The correct answer is B,1.421735405921936,0.6134643584489823,1.8066796594345613,ok,0.5698130134574607,0.9901351174927413,1.429062671131558,"[0.1,0.5,1.0]",27,0
1B,137,TAKS_2009_8_39,B,4,E,A,0,A. predation,1.3873920440673828,0.8005144099704922,1.2925076747898008,ok,-0.12250548300084645,-0.11795762425764011,1.4408829742007785,"[1.0,1.0,0.5]",27,0
1B,138,Mercury_SC_408357,D,4,G,D,1,D. volume,1.4501315355300903,0.8712422251701355,1.5014277473174495,n/a,,,,,,
1B,138,Mercury_SC_408357,D,4,R,D,1,D. volume,1.333437204360962,1.0153602361679077,1.5014277473174495,ok,0.42314060859654684,0.9874837631868763,1.3855736785464816,"[1.0,0.5,0.5]",27,0
1B,138,Mercury_SC_408357,D,4,E,D,1,D,1.2774627208709717,1.1565992832183838,2.9983623921725213,ok,-0.1160683046440114,-0.10861131017435915,1.3651702757234927,"[0.5,1.0,1.0]",27,0
1B,139,Mercury_178710,C,4,G,A,0,A. decrease effort.,1.145857810974121,0.9906757935881615,1.6218564873402395,n/a,,,,,,
1B,139,Mercury_178710,C,4,R,A,0,A. decrease effort.,0.9581994414329529,1.0516269207000732,1.9199928708815674,ok,0.5044268005547076,0.9736936086688274,0.9290058303762365,"[1.0,0.1,0.1]",27,0
1B,139,Mercury_178710,C,4,E,A,0,A. decrease effort.,0.8185103535652161,1.0569890767335892,1.6218564873402395,ok,-0.07925896067858089,-0.06959066627900073,0.9322267395478708,"[1.0,1.0,1.0]",27,0
1B,140,Mercury_410598,B,4,G,A,0,A. atoms,1.2997150421142578,1.0687781050801277,1.5671042507095054,n/a,,,,,,
1B,140,Mercury_410598,B,4,R,A,0,A. atoms,1.0984961986541748,1.1234410107135773,1.5671042507095054,ok,0.5109750110440309,0.9962644986201404,1.158761775052106,"[0.1,1.0,1.0]",27,0
1B,140,Mercury_410598,B,4,E,A,0,A. atoms,1.0859061479568481,1.2041708678007126,1.5671042507095054,ok,-0.10077848199662946,-0.0922133459656579,1.1853346912949174,"[1.0,1.0,1.0]",27,0
1B,141,TIMSS_2011_4_pg15,D,4,G,A,0,A. grains of sand,1.4590399265289307,0.8819991126656532,1.328655948365113,n/a,,,,,,
1B,141,TIMSS_2011_4_pg15,D,4,R,A,0,A,1.6200675964355469,1.6161856055259705,9.654184163506633,ok,0.622047808221061,0.9758894723672781,1.535984171761407,"[0.1,0.5,0.5]",27,0
1B,141,TIMSS_2011_4_pg15,D,4,E,A,0,A. grains of sand,1.3207613229751587,0.8731625989079476,1.328655948365113,ok,-0.1304791202508563,-0.11229260578198966,1.5346671696062442,"[1.0,0.5,1.0]",27,0
1B,142,Mercury_7217088,B,4,G,A,0,A.,1.2989846467971802,1.1801749070485432,1.4833250161496077,n/a,,,,,,
1B,142,Mercury_7217088,B,4,R,A,0,A.,1.0388531684875488,1.4652274052302043,1.4833250161496077,ok,0.5084989558062848,0.9507059176386372,1.1040480688766197,"[1.0,1.0,0.5]",27,0
1B,142,Mercury_7217088,B,4,E,A,0,A.,1.037183403968811,1.4600168863932292,1.4833250161496077,ok,-0.09393621267824266,-0.08822842695999102,1.1048574006115948,"[1.0,0.5,1.0]",27,0
1B,143,Mercury_7143360,D,4,G,A,0,A.,1.4717048406600952,1.6758799155553181,2.3494581961448753,n/a,,,,,,
1B,143,Mercury_7143360,D,4,R,A,0,A. wave action,1.470176339149475,1.2451543010771275,1.8183074790701779,ok,0.49724056883220685,0.9895492609901991,1.4225284611737286,"[0.1,1.0,0.5]",27,0
1B,143,Mercury_7143360,D,4,E,A,0,A.,1.1998704671859741,1.5070514678955078,2.3494581961448753,ok,-0.12575085566701605,-0.10201432993029923,1.4790543450249567,"[1.0,1.0,1.0]",27,0
1B,144,MCAS_2012_8_23645,A,4,G,A,1,A.,1.33409583568573,1.1027296781539917,1.6080133332825612,n/a,,,,,,
1B,144,MCAS_2012_8_23645,A,4,R,A,1,A. Rubber is durable,1.3783739805221558,0.7482192516326904,1.4021314213969527,ok,0.5315504876054722,0.9855784513958895,1.4409421770660966,"[0.5,1.0,0.5]",27,0
1B,144,MCAS_2012_8_23645,A,4,E,A,1,A. Rubber is durable,1.2794791460037231,0.7452637434005738,1.4021314213969527,ok,-0.12224516739512899,-0.10877917113234155,1.4378211983927973,"[1.0,0.5,1.0]",27,0
1B,145,LEAP__4_10228,D,4,G,A,0,A.,1.3743245601654053,1.0469040075937908,1.4576523766807155,n/a,,,,,,
1B,145,LEAP__4_10228,D,4,R,A,0,A. has an odor,1.4817005395889282,0.7825826503336429,1.6522094295515073,ok,0.46187469906042317,0.9332400797383874,1.4787429085484258,"[1.0,0.5,0.5]",27,0
